node,rttMean,rttStd,geo,rttMin,rttMax,bandwidth,noCrashes,rtt,timestamp
2,6666.266666666666,145.0454947785541,65.0,6540.0,7184.0,83.0,0,6619.0,1504871510895
25,6786.8,110.80986719000553,66.0,6679.0,7153.0,58.0,0,6810.0,1504871511086
98,6962.666666666667,142.7719237883353,68.0,6839.0,7464.0,93.0,0,6879.0,1504871511155
7,2861.266666666667,94.41466458601063,27.0,2749.0,3284.0,46.0,0,2859.0,1504871511155
65,6890.666666666667,137.2907701032941,67.0,6790.0,7373.0,92.0,0,6899.0,1504871511175
97,3003.1666666666665,98.43613270655355,28.0,2879.0,3414.0,20.0,0,3000.0,1504871511296
61,7101.733333333334,132.0749618798187,69.0,6970.0,7554.0,42.0,0,7059.0,1504871511335
24,3069.3333333333335,113.60614224396299,29.0,2950.0,3603.0,52.0,0,3089.0,1504871511385
38,3154.7,102.00429729509766,30.0,3049.0,3624.0,38.0,0,3199.0,1504871511495
41,7171.6,134.4528665865229,70.0,7050.0,7634.0,67.0,0,7230.0,1504871511506
33,7366.6,135.35228110379228,72.0,7239.0,7833.0,64.0,0,7240.0,1504871511516
94,3235.0333333333333,95.41190817828884,26.0,3139.0,3625.0,2.0,0,3229.0,1504871511525
92,3362.1,85.39646753037661,32.0,3271.0,3744.0,48.0,0,3390.0,1504871511686
79,3328.0333333333333,97.7842807180968,31.0,3209.0,3764.0,14.0,0,3390.0,1504871511686
35,3448.4333333333334,115.82362549247983,33.0,3360.0,4014.0,56.0,0,3400.0,1504871511696
28,7482.066666666667,115.52515839514015,73.0,7400.0,7873.0,34.0,0,7439.0,1504871511715
66,7616.666666666667,141.1309872266029,74.0,7500.0,8103.0,17.0,0,7539.0,1504871511815
5,3565.9,102.23807183888658,34.0,3449.0,4013.0,37.0,0,3580.0,1504871511876
78,3668.366666666667,95.38290669134008,35.0,3549.0,4113.0,68.0,0,3609.0,1504871511905
58,7783.4,120.59452723900866,75.0,7660.0,8174.0,8.0,0,7770.0,1504871512046
46,3790.366666666667,92.40832694562157,36.0,3670.0,4183.0,28.0,0,3810.0,1504871512106
95,7792.0,141.9896709858385,76.0,7650.0,8273.0,59.0,0,7830.0,1504871512106
89,3866.266666666667,98.99997755330834,37.0,3760.0,4284.0,50.0,0,3829.0,1504871512125
52,7966.2,130.96269188844076,78.0,7849.0,8404.0,91.0,0,7919.0,1504871512195
43,7883.333333333333,117.65977316917717,77.0,7780.0,8274.0,40.0,0,7929.0,1504871512205
34,3941.310344827586,94.40708018753818,38.0,3840.0,4333.0,98.0,0,4024.0,1504871512320
26,4054.3333333333335,96.72067456799962,39.0,3940.0,4424.0,77.0,0,4029.0,1504871512325
67,153.2258064516129,85.54218339789246,0.0,49.0,527.0,88.0,0,80.0,1504871512395
31,268.35483870967744,120.4139495688952,1.0,160.0,834.0,32.0,0,180.0,1504871512495
45,372.06451612903226,101.91645391988763,2.0,260.0,854.0,31.0,0,360.0,1504871512675
96,456.6774193548387,104.28075846908986,3.0,360.0,924.0,62.0,0,361.0,1504871512676
55,630.0967741935484,87.54145740040956,4.0,531.0,1014.0,12.0,0,631.0,1504871512946
77,835.741935483871,107.49822736481045,5.0,730.0,1324.0,5.0,0,730.0,1504871513045
62,867.8387096774194,88.27599563180627,7.0,751.0,1245.0,72.0,0,881.0,1504871513196
86,962.2903225806451,96.4111469757842,8.0,840.0,1374.0,89.0,0,980.0,1504871513295
4,1165.6451612903227,95.81553123045336,10.0,1059.0,1574.0,27.0,0,1100.0,1504871513415
93,1113.8064516129032,109.94967158185301,9.0,999.0,1654.0,21.0,0,1140.0,1504871513455
47,1299.774193548387,105.2685382271392,11.0,1180.0,1784.0,19.0,0,1221.0,1504871513535
99,1439.741935483871,91.14114107390746,13.0,1360.0,1864.0,87.0,0,1370.0,1504871513685
17,1337.1612903225807,109.2809627709306,12.0,1249.0,1853.0,82.0,0,1380.0,1504871513695
10,1553.0645161290322,96.72206122695935,14.0,1440.0,1953.0,60.0,0,1481.0,1504871513796
83,1649.3870967741937,97.36816642777436,15.0,1550.0,2094.0,63.0,0,1560.0,1504871513875
11,1749.0967741935483,108.8293588349802,16.0,1641.0,2273.0,79.0,0,1730.0,1504871514045
50,1857.4516129032259,115.88532672004445,17.0,1761.0,2414.0,33.0,0,1790.0,1504871514105
90,1763.7096774193549,86.71800555243829,6.0,1639.0,2144.0,0.0,0,1811.0,1504871514126
13,2015.1290322580646,118.60553812220164,18.0,1900.0,2563.0,13.0,0,2021.0,1504871514336
100,2081.6129032258063,95.8108611997061,19.0,1979.0,2494.0,25.0,0,2141.0,1504871514456
59,2251.032258064516,112.23750275168013,21.0,2150.0,2814.0,54.0,0,2180.0,1504871514495
87,2186.1290322580644,98.48914855421609,20.0,2060.0,2604.0,26.0,0,2230.0,1504871514545
85,2374.6129032258063,107.41378460807228,22.0,2270.0,2854.0,36.0,0,2441.0,1504871514756
32,2464.8709677419356,101.63684305804372,23.0,2380.0,2934.0,41.0,0,2510.0,1504871514825
39,2549.7096774193546,84.81143925749757,24.0,2449.0,2933.0,47.0,0,2560.0,1504871514875
22,2668.0967741935483,107.67284823788535,25.0,2539.0,3144.0,53.0,0,2741.0,1504871515056
7,2862.1935483870966,93.01800705130188,27.0,2749.0,3284.0,46.0,0,2890.0,1504871515205
97,2999.8709677419356,98.50355878145653,28.0,2879.0,3414.0,20.0,0,2901.0,1504871515216
24,3065.1612903225805,114.07102959070482,29.0,2940.0,3603.0,52.0,0,2940.0,1504871515255
38,3154.2580645161293,100.37477119788664,30.0,3049.0,3624.0,38.0,0,3141.0,1504871515456
94,3237.8064516129034,95.08143177326534,26.0,3139.0,3625.0,2.0,0,3321.0,1504871515636
79,3328.0967741935483,96.1948140372374,31.0,3209.0,3764.0,14.0,0,3330.0,1504871515645
35,3445.935483870968,114.75863464143283,33.0,3360.0,4014.0,56.0,0,3371.0,1504871515686
92,3364.3225806451615,84.88526871579764,32.0,3271.0,3744.0,48.0,0,3431.0,1504871515746
5,3563.483870967742,101.44245817457048,34.0,3449.0,4013.0,37.0,0,3491.0,1504871515806
78,3670.3870967741937,94.48218040536493,35.0,3549.0,4113.0,68.0,0,3731.0,1504871516046
46,3791.3225806451615,91.05630555012125,36.0,3670.0,4183.0,28.0,0,3820.0,1504871516135
34,4072.266666666667,711.3035888813973,38.0,3840.0,7870.0,98.0,0,7870.0,1504871516166
89,3867.7096774193546,97.71030042719836,37.0,3760.0,4284.0,50.0,0,3911.0,1504871516226
64,8081.923076923077,157.1777345449615,79.0,7951.0,8595.0,57.0,0,8029.0,1504871516325
9,4193.1875,129.4556964515274,40.0,4040.0,4634.0,95.0,0,4060.0,1504871516375
67,152.1875,84.39321562631679,0.0,49.0,527.0,88.0,0,120.0,1504871516455
18,4260.0,108.16769388315534,41.0,4170.0,4634.0,99.0,0,4180.0,1504871516495
31,268.75,118.5379686007821,1.0,160.0,834.0,32.0,0,281.0,1504871516616
96,453.6875,103.97969678619957,3.0,360.0,924.0,62.0,0,361.0,1504871516696
45,372.3125,100.32087192478942,2.0,260.0,854.0,31.0,0,380.0,1504871516715
80,4486.5,121.00206609806297,43.0,4369.0,4894.0,74.0,0,4441.0,1504871516756
3,4555.625,128.29159900398778,44.0,4449.0,5014.0,97.0,0,4500.0,1504871516815
20,4660.0,123.96622523897386,45.0,4549.0,5084.0,81.0,0,4590.0,1504871516905
55,629.5,86.22680847625058,4.0,531.0,1014.0,12.0,0,611.0,1504871516946
19,4692.125,117.34557671680685,42.0,4580.0,5113.0,3.0,0,4650.0,1504871516965
74,4773.25,100.15519207709603,46.0,4659.0,5114.0,69.0,0,4740.0,1504871517055
62,864.5,88.85205399989356,7.0,751.0,1245.0,72.0,0,761.0,1504871517096
77,836.8125,105.97300290050292,5.0,730.0,1324.0,5.0,0,870.0,1504871517205
86,960.6875,95.31147540432893,8.0,840.0,1374.0,89.0,0,911.0,1504871517246
40,5044.5625,145.16885373161145,48.0,4930.0,5543.0,10.0,0,4950.0,1504871517265
23,5052.0625,148.60706104943333,49.0,4940.0,5583.0,96.0,0,4990.0,1504871517305
93,1112.75,108.37781138221975,9.0,999.0,1654.0,21.0,0,1080.0,1504871517415
29,5173.5,116.13354381917397,50.0,5049.0,5554.0,86.0,0,5141.0,1504871517456
4,1166.4375,94.40965837111159,10.0,1059.0,1574.0,27.0,0,1191.0,1504871517526
42,5337.0625,132.2069725610189,51.0,5250.0,5813.0,9.0,0,5271.0,1504871517586
17,1334.78125,108.37312119911238,12.0,1249.0,1853.0,82.0,0,1261.0,1504871517596
54,5373.9375,120.69044532915603,52.0,5270.0,5794.0,35.0,0,5321.0,1504871517636
47,1301.03125,103.8467874969539,11.0,1180.0,1784.0,19.0,0,1340.0,1504871517675
99,1437.28125,90.74594838579571,13.0,1360.0,1864.0,87.0,0,1361.0,1504871517696
10,1552.375,95.27616110549376,14.0,1440.0,1953.0,60.0,0,1531.0,1504871517866
27,5510.875,140.28180343508564,53.0,5369.0,6013.0,23.0,0,5551.0,1504871517866
83,1647.25,96.57057005112893,15.0,1550.0,2094.0,63.0,0,1581.0,1504871517916
81,5562.125,123.4629878749093,54.0,5460.0,5984.0,39.0,0,5630.0,1504871517945
91,5676.5625,113.86229004262123,55.0,5570.0,6094.0,45.0,0,5661.0,1504871517976
82,5768.875,123.45488801582545,56.0,5640.0,6193.0,90.0,0,5740.0,1504871518055
90,1762.34375,85.69043462334346,6.0,1639.0,2144.0,0.0,0,1720.0,1504871518055
11,1751.625,108.03637986807962,16.0,1641.0,2273.0,79.0,0,1830.0,1504871518165
50,1856.59375,114.16021071694594,17.0,1761.0,2414.0,33.0,0,1830.0,1504871518165
6,5998.3125,131.37100077166954,58.0,5899.0,6483.0,65.0,0,5901.0,1504871518216
71,5864.9375,131.85383420192983,47.0,5750.0,6343.0,1.0,0,5920.0,1504871518235
37,5907.0625,127.45316235288162,57.0,5790.0,6354.0,30.0,0,5951.0,1504871518266
30,6093.75,144.1854274883561,59.0,5979.0,6603.0,49.0,0,6040.0,1504871518355
100,2080.34375,94.5663158103217,19.0,1979.0,2494.0,25.0,0,2041.0,1504871518376
13,2016.25,116.90434123675648,18.0,1900.0,2563.0,13.0,0,2051.0,1504871518386
70,6146.5,123.13305811194653,60.0,6040.0,6564.0,94.0,0,6121.0,1504871518436
75,6279.6875,135.99619422524293,61.0,6150.0,6764.0,43.0,0,6221.0,1504871518536
87,2186.90625,97.03458126326666,20.0,2060.0,2604.0,26.0,0,2211.0,1504871518546
59,2250.09375,110.59338796210875,21.0,2150.0,2814.0,54.0,0,2221.0,1504871518556
88,6381.125,119.45128452637083,62.0,6249.0,6793.0,44.0,0,6260.0,1504871518575
85,2373.5625,105.88376218169621,22.0,2270.0,2854.0,36.0,0,2341.0,1504871518676
48,6490.875,138.91808512573155,63.0,6350.0,6964.0,80.0,0,6471.0,1504871518786
39,2546.9375,84.8907155921659,24.0,2449.0,2933.0,47.0,0,2461.0,1504871518796
32,2465.65625,100.13166624968098,23.0,2380.0,2934.0,41.0,0,2490.0,1504871518825
2,6662.1875,141.3255190818346,65.0,6540.0,7184.0,83.0,0,6601.0,1504871518916
56,6599.375,119.38272226331581,64.0,6440.0,7014.0,84.0,0,6601.0,1504871518916
22,2667.84375,105.98647006074643,25.0,2539.0,3144.0,53.0,0,2660.0,1504871518995
25,6787.0625,107.2960092163264,66.0,6679.0,7153.0,58.0,0,6791.0,1504871519106
7,2861.8125,91.57764379885519,27.0,2749.0,3284.0,46.0,0,2850.0,1504871519185
65,6890.0,132.9562898098469,67.0,6790.0,7373.0,92.0,0,6880.0,1504871519195
98,6961.875,138.272319626887,68.0,6839.0,7464.0,93.0,0,6950.0,1504871519265
97,3000.8125,97.09384555032311,28.0,2879.0,3414.0,20.0,0,3030.0,1504871519365
61,7099.75,128.1115236815174,69.0,6970.0,7554.0,42.0,0,7070.0,1504871519385
41,7167.1875,131.30033261096486,70.0,7050.0,7634.0,67.0,0,7101.0,1504871519416
24,3066.5625,112.54525131585962,29.0,2940.0,3603.0,52.0,0,3110.0,1504871519445
94,3236.03125,94.10449125008593,26.0,3139.0,3625.0,2.0,0,3181.0,1504871519516
79,3325.6875,95.62538807110798,31.0,3209.0,3764.0,14.0,0,3251.0,1504871519586
38,3157.28125,100.21764888699744,30.0,3049.0,3624.0,38.0,0,3251.0,1504871519586
33,7365.625,131.10867391214055,72.0,7239.0,7833.0,64.0,0,7351.0,1504871519666
35,3443.90625,113.51496580159596,33.0,3360.0,4014.0,56.0,0,3381.0,1504871519716
92,3365.78125,83.94221761686725,32.0,3271.0,3744.0,48.0,0,3411.0,1504871519746
28,7482.625,111.87765359981411,73.0,7400.0,7873.0,34.0,0,7491.0,1504871519806
66,7610.6875,138.59776276603458,74.0,7500.0,8103.0,17.0,0,7521.0,1504871519836
5,3561.53125,100.4349865506911,34.0,3449.0,4013.0,37.0,0,3501.0,1504871519836
78,3671.0,93.0567703071625,35.0,3549.0,4113.0,68.0,0,3690.0,1504871520025
58,7779.4375,117.76935549517964,75.0,7660.0,8174.0,8.0,0,7720.0,1504871520035
46,3790.65625,89.69901385153295,36.0,3670.0,4183.0,28.0,0,3770.0,1504871520105
89,3864.65625,97.66255979615474,37.0,3760.0,4284.0,50.0,0,3770.0,1504871520105
95,7794.4375,137.8046483024067,76.0,7650.0,8273.0,59.0,0,7831.0,1504871520146
52,7959.5625,129.38361988192324,78.0,7849.0,8404.0,91.0,0,7860.0,1504871520175
43,7883.125,113.92644282606211,77.0,7780.0,8274.0,40.0,0,7880.0,1504871520195
34,4066.4193548387098,700.4694635048766,38.0,3840.0,7870.0,98.0,0,3891.0,1504871520226
26,4051.0,95.7235603182414,39.0,3940.0,4424.0,77.0,0,3981.0,1504871520316
60,8208.545454545454,140.19360874834592,80.0,8080.0,8614.0,18.0,0,8121.0,1504871520436
67,150.6060606060606,83.58481063763713,0.0,49.0,527.0,88.0,0,100.0,1504871520456
31,268.45454545454544,116.74008709044334,1.0,160.0,834.0,32.0,0,259.0,1504871520615
76,8339.363636363636,143.589865891632,81.0,8191.0,8744.0,15.0,0,8370.0,1504871520685
44,8371.363636363636,153.78277047793023,82.0,8250.0,8824.0,51.0,0,8421.0,1504871520736
45,373.42424242424244,98.9891424419657,2.0,260.0,854.0,31.0,0,409.0,1504871520765
96,452.3333333333333,102.6782756128495,3.0,360.0,924.0,62.0,0,409.0,1504871520765
63,8517.454545454546,135.03828658189946,83.0,8390.0,8914.0,24.0,0,8510.0,1504871520825
55,627.6666666666666,85.54129488915358,4.0,531.0,1014.0,12.0,0,569.0,1504871520925
69,8613.272727272728,138.59692434544328,84.0,8490.0,9024.0,22.0,0,8641.0,1504871520956
72,8655.727272727272,144.87053211188314,85.0,8559.0,9074.0,70.0,0,8681.0,1504871520996
68,8791.363636363636,175.68115370919853,86.0,8641.0,9314.0,85.0,0,8781.0,1504871521096
62,862.5454545454545,88.19128346576458,7.0,751.0,1245.0,72.0,0,800.0,1504871521156
14,8875.818181818182,152.8640621192676,87.0,8750.0,9323.0,78.0,0,8891.0,1504871521206
77,838.0909090909091,104.60527932571051,5.0,730.0,1324.0,5.0,0,879.0,1504871521235
86,958.8484848484849,94.43103021465606,8.0,840.0,1374.0,89.0,0,900.0,1504871521256
84,9083.727272727272,126.49835852983944,89.0,8941.0,9433.0,75.0,0,9080.0,1504871521395
57,9105.545454545454,158.10144248457217,88.0,8959.0,9583.0,11.0,0,9111.0,1504871521426
93,1113.5454545454545,106.81791102480183,9.0,999.0,1654.0,21.0,0,1139.0,1504871521495
4,1166.8181818181818,92.99314231655114,10.0,1059.0,1574.0,27.0,0,1179.0,1504871521535
49,9230.0,174.59199190215924,90.0,9100.0,9754.0,16.0,0,9230.0,1504871521545
73,9285.0,144.64627701584806,91.0,9141.0,9704.0,71.0,0,9260.0,1504871521575
47,1301.5757575757575,102.30762592004457,11.0,1180.0,1784.0,19.0,0,1319.0,1504871521675
17,1335.8181818181818,106.87955683582098,12.0,1249.0,1853.0,82.0,0,1369.0,1504871521725
53,9456.0,152.80052355931247,93.0,9349.0,9914.0,76.0,0,9441.0,1504871521756
21,9413.727272727272,133.00108742487163,92.0,9310.0,9803.0,29.0,0,9461.0,1504871521776
1,9593.818181818182,141.5311197272164,94.0,9499.0,10014.0,55.0,0,9501.0,1504871521816
10,1549.5757575757575,95.14837863967736,14.0,1440.0,1953.0,60.0,0,1460.0,1504871521816
99,1439.4545454545455,90.20216046229777,13.0,1360.0,1864.0,87.0,0,1509.0,1504871521865
83,1644.2727272727273,96.57600954602913,15.0,1549.0,2094.0,63.0,0,1549.0,1504871521905
15,9662.181818181818,122.58935010974884,95.0,9550.0,10024.0,73.0,0,9650.0,1504871521965
11,1749.4242424242425,107.1128066652107,16.0,1641.0,2273.0,79.0,0,1679.0,1504871522035
8,9789.454545454546,174.47394368441778,96.0,9639.0,10313.0,66.0,0,9750.0,1504871522065
90,1767.4242424242425,89.1420488145203,6.0,1639.0,2144.0,0.0,0,1930.0,1504871522286
50,1858.8181818181818,113.11925981966448,17.0,1761.0,2414.0,33.0,0,1930.0,1504871522286
12,9953.09090909091,130.99649859682546,98.0,9841.0,10324.0,61.0,0,9972.0,1504871522287
13,2013.6666666666667,116.04326953356839,18.0,1900.0,2563.0,13.0,0,1931.0,1504871522287
16,10000.363636363636,159.41328376682515,97.0,9900.0,10474.0,7.0,0,10061.0,1504871522376
100,2080.6060606060605,93.13429189565687,19.0,1979.0,2494.0,25.0,0,2089.0,1504871522445
36,10292.0,153.53826884526217,99.0,10180.0,10744.0,4.0,0,10200.0,1504871522515
59,2249.151515151515,109.03519621138777,21.0,2150.0,2814.0,54.0,0,2219.0,1504871522575
87,2188.787878787879,96.14407042204236,20.0,2060.0,2604.0,26.0,0,2249.0,1504871522605
85,2373.121212121212,104.296999455883,22.0,2270.0,2854.0,36.0,0,2359.0,1504871522715
32,2463.3333333333335,99.47457926119577,23.0,2380.0,2934.0,41.0,0,2389.0,1504871522745
39,2547.6060606060605,83.68010494298542,24.0,2449.0,2933.0,47.0,0,2569.0,1504871522925
22,2666.6969696969695,104.56967659672921,25.0,2539.0,3144.0,53.0,0,2630.0,1504871522986
7,2861.151515151515,90.25691317839424,27.0,2749.0,3284.0,46.0,0,2840.0,1504871523196
97,3000.151515151515,95.68449455217035,28.0,2879.0,3414.0,20.0,0,2979.0,1504871523335
24,3064.5151515151515,111.43040257899295,29.0,2940.0,3603.0,52.0,0,2999.0,1504871523355
38,3157.060606060606,98.69541126969023,30.0,3049.0,3624.0,38.0,0,3150.0,1504871523506
94,3236.4545454545455,92.69862896867555,26.0,3139.0,3625.0,2.0,0,3250.0,1504871523606
79,3324.5757575757575,94.37514769903122,31.0,3209.0,3764.0,14.0,0,3289.0,1504871523645
92,3366.212121212121,82.69650887642685,32.0,3271.0,3744.0,48.0,0,3380.0,1504871523736
35,3445.0,111.95291217942723,33.0,3360.0,4014.0,56.0,0,3480.0,1504871523836
5,3559.6363636363635,99.48071784592477,34.0,3449.0,4013.0,37.0,0,3499.0,1504871523855
78,3668.5454545454545,92.68195565255012,35.0,3549.0,4113.0,68.0,0,3590.0,1504871523946
46,3787.878787878788,89.71596850389216,36.0,3670.0,4183.0,28.0,0,3699.0,1504871524055
89,3862.6969696969695,96.80799016875741,37.0,3760.0,4284.0,50.0,0,3800.0,1504871524156
34,4062.75,689.7403950038014,38.0,3840.0,7870.0,98.0,0,3949.0,1504871524305
64,8074.0,154.13074227514028,79.0,7951.0,8595.0,57.0,0,7971.0,1504871524306
26,4053.086956521739,94.12984235178567,39.0,3940.0,4424.0,77.0,0,4099.0,1504871524455
9,4191.176470588235,125.84782374155077,40.0,4040.0,4634.0,95.0,0,4159.0,1504871524515
67,151.47058823529412,82.49607309517567,0.0,49.0,527.0,88.0,0,180.0,1504871524556
18,4256.470588235294,105.88346404645775,41.0,4170.0,4634.0,99.0,0,4200.0,1504871524556
31,266.70588235294116,115.44836620548413,1.0,160.0,834.0,32.0,0,209.0,1504871524585
45,370.94117647058823,98.56020589898952,2.0,260.0,854.0,31.0,0,289.0,1504871524665
96,451.97058823529414,101.17849262685333,3.0,360.0,924.0,62.0,0,440.0,1504871524816
80,4486.64705882353,117.39072073583539,43.0,4369.0,4894.0,74.0,0,4489.0,1504871524845
3,4552.941176470588,124.92325671869172,44.0,4449.0,5014.0,97.0,0,4510.0,1504871524866
55,625.3823529411765,85.28947756141412,4.0,531.0,1014.0,12.0,0,550.0,1504871524926
20,4658.764705882353,120.36636691259325,45.0,4549.0,5084.0,81.0,0,4639.0,1504871524995
19,4693.705882352941,114.01742111773578,42.0,4580.0,5113.0,3.0,0,4719.0,1504871525075
74,4772.470588235294,97.21481226224422,46.0,4659.0,5114.0,69.0,0,4760.0,1504871525116
77,839.2941176470588,103.28701570118457,5.0,730.0,1324.0,5.0,0,879.0,1504871525255
62,863.3235294117648,86.99956747297327,7.0,751.0,1245.0,72.0,0,889.0,1504871525265
23,5048.411764705882,144.90770239891623,49.0,4940.0,5583.0,96.0,0,4990.0,1504871525346
86,959.1764705882352,93.05105195480701,8.0,840.0,1374.0,89.0,0,970.0,1504871525346
40,5041.882352941177,141.24192110282488,48.0,4930.0,5543.0,10.0,0,4999.0,1504871525355
93,1112.8529411764705,105.31050234005244,9.0,999.0,1654.0,21.0,0,1090.0,1504871525466
29,5170.35294117647,113.36715012138039,50.0,5049.0,5554.0,86.0,0,5120.0,1504871525476
4,1166.2941176470588,91.66484007826772,10.0,1059.0,1574.0,27.0,0,1149.0,1504871525525
17,1335.0588235294117,105.38638743898305,12.0,1249.0,1853.0,82.0,0,1310.0,1504871525685
42,5337.235294117647,128.26146521932304,51.0,5250.0,5813.0,9.0,0,5340.0,1504871525696
27,5502.529411764706,140.12772226334374,53.0,5369.0,6013.0,23.0,0,5369.0,1504871525725
47,1303.5588235294117,101.43360366050835,11.0,1180.0,1784.0,19.0,0,1369.0,1504871525745
54,5377.764705882353,118.08348463083462,52.0,5270.0,5794.0,35.0,0,5439.0,1504871525795
99,1440.6470588235295,89.12941098826013,13.0,1360.0,1864.0,87.0,0,1480.0,1504871525856
81,5564.294117647059,120.09053678047015,54.0,5460.0,5984.0,39.0,0,5599.0,1504871525955
90,1763.3823529411766,90.83890547229663,6.0,1630.0,2144.0,0.0,0,1630.0,1504871526006
10,1551.9411764705883,94.71845002472595,14.0,1440.0,1953.0,60.0,0,1630.0,1504871526006
82,5764.235294117647,121.19819907988573,56.0,5640.0,6193.0,90.0,0,5690.0,1504871526046
91,5678.529411764706,110.74247691726796,55.0,5570.0,6094.0,45.0,0,5710.0,1504871526066
83,1645.8823529411766,95.59342972311629,15.0,1549.0,2094.0,63.0,0,1699.0,1504871526075
71,5858.176470588235,130.74458049464124,47.0,5750.0,6343.0,1.0,0,5750.0,1504871526106
11,1749.1470588235295,105.53787509508032,16.0,1641.0,2273.0,79.0,0,1740.0,1504871526116
37,5898.941176470588,127.84387104324477,57.0,5769.0,6354.0,30.0,0,5769.0,1504871526125
50,1860.0294117647059,111.66032664609577,17.0,1761.0,2414.0,33.0,0,1900.0,1504871526276
6,5994.882352941177,128.18501442787854,58.0,5899.0,6483.0,65.0,0,5940.0,1504871526296
13,2014.7058823529412,114.47977715370794,18.0,1900.0,2563.0,13.0,0,2049.0,1504871526425
100,2079.970588235294,91.82703859594426,19.0,1979.0,2494.0,25.0,0,2059.0,1504871526435
70,6143.764705882353,119.95662422518286,60.0,6040.0,6564.0,94.0,0,6100.0,1504871526456
30,6095.823529411765,140.1260924999622,59.0,5979.0,6603.0,49.0,0,6129.0,1504871526485
87,2187.6470588235293,94.94607830483113,20.0,2060.0,2604.0,26.0,0,2150.0,1504871526526
75,6277.882352941177,132.13312464994456,61.0,6150.0,6764.0,43.0,0,6249.0,1504871526605
59,2250.0588235294117,107.54614363323599,21.0,2150.0,2814.0,54.0,0,2280.0,1504871526656
88,6381.64705882353,115.90358121476793,62.0,6249.0,6793.0,44.0,0,6390.0,1504871526746
85,2374.176470588235,102.9304364145243,22.0,2270.0,2854.0,36.0,0,2409.0,1504871526785
32,2462.6470588235293,98.08006403922113,23.0,2380.0,2934.0,41.0,0,2440.0,1504871526816
39,2545.0,83.78859953337749,24.0,2449.0,2933.0,47.0,0,2459.0,1504871526835
48,6493.705882352941,135.24520855093596,63.0,6350.0,6964.0,80.0,0,6539.0,1504871526895
56,6598.823529411765,115.8392574389781,64.0,6440.0,7014.0,84.0,0,6590.0,1504871526946
2,6658.529411764706,137.88448603047868,65.0,6540.0,7184.0,83.0,0,6600.0,1504871526956
22,2668.235294117647,103.39873102632677,25.0,2539.0,3144.0,53.0,0,2719.0,1504871527095
25,6787.235294117647,104.09471332666493,66.0,6679.0,7153.0,58.0,0,6790.0,1504871527146
7,2859.029411764706,89.75144937191746,27.0,2749.0,3284.0,46.0,0,2789.0,1504871527165
98,6960.0,134.35335324959985,68.0,6839.0,7464.0,93.0,0,6930.0,1504871527286
24,3063.205882352941,110.03683324814594,29.0,2940.0,3603.0,52.0,0,3020.0,1504871527395
61,7096.823529411765,124.8364743523291,69.0,6970.0,7554.0,42.0,0,7050.0,1504871527406
41,7160.882352941177,129.85280460988088,70.0,7050.0,7634.0,67.0,0,7060.0,1504871527416
97,3001.8823529411766,94.7897874574491,28.0,2879.0,3414.0,20.0,0,3059.0,1504871527435
38,3155.676470588235,97.5577417521467,30.0,3049.0,3624.0,38.0,0,3110.0,1504871527486
79,3322.3529411764707,93.84965522295289,31.0,3209.0,3764.0,14.0,0,3249.0,1504871527625
33,7361.176470588235,128.43274060040721,72.0,7239.0,7833.0,64.0,0,7290.0,1504871527646
94,3238.029411764706,91.77225176365472,26.0,3139.0,3625.0,2.0,0,3290.0,1504871527666
92,3365.1470588235293,81.70072083811212,32.0,3271.0,3744.0,48.0,0,3330.0,1504871527706
35,3443.0882352941176,110.83967426424284,33.0,3360.0,4014.0,56.0,0,3380.0,1504871527756
5,3558.4411764705883,98.24704491184471,34.0,3449.0,4013.0,37.0,0,3519.0,1504871527895
66,7607.058823529412,135.24073115493647,74.0,7500.0,8103.0,17.0,0,7549.0,1504871527905
28,7486.588235294118,109.68889633522052,73.0,7400.0,7873.0,34.0,0,7550.0,1504871527906
78,3665.9117647058824,92.55375787554935,35.0,3549.0,4113.0,68.0,0,3579.0,1504871527955
58,7772.411764705882,117.65855826152185,75.0,7660.0,8174.0,8.0,0,7660.0,1504871528016
95,7793.588235294118,133.7332986047579,76.0,7650.0,8273.0,59.0,0,7780.0,1504871528136
46,3787.6470588235293,88.39679337840697,36.0,3670.0,4183.0,28.0,0,3780.0,1504871528156
43,7881.764705882353,110.65873847728467,77.0,7780.0,8274.0,40.0,0,7860.0,1504871528216
89,3864.0882352941176,95.70800189272356,37.0,3760.0,4284.0,50.0,0,3910.0,1504871528286
52,7963.058823529412,126.29725468034682,78.0,7849.0,8404.0,91.0,0,8019.0,1504871528375
34,4061.121212121212,679.2718810151974,38.0,3840.0,7870.0,98.0,0,4009.0,1504871528385
67,148.54285714285714,83.08183327544093,0.0,49.0,527.0,88.0,0,49.0,1504871528445
31,268.22857142857146,114.13302657470378,1.0,160.0,834.0,32.0,0,320.0,1504871528716
45,371.48571428571427,97.19387735818736,2.0,260.0,854.0,31.0,0,390.0,1504871528786
96,450.77142857142854,99.96744776298382,3.0,360.0,924.0,62.0,0,410.0,1504871528806
55,625.8,84.09749444203776,4.0,531.0,1014.0,12.0,0,640.0,1504871529036
62,860.3714285714286,87.45842627517723,7.0,751.0,1245.0,72.0,0,760.0,1504871529156
77,839.6,101.81641742441568,5.0,730.0,1324.0,5.0,0,850.0,1504871529246
86,957.7714285714286,92.07732331789275,8.0,840.0,1374.0,89.0,0,910.0,1504871529306
