node,rttMean,rttStd,geo,rttMin,rttMax,bandwidth,rtt,timestamp
83,1563.7474747474748,133.11105285667676,1.0,1289.0,1920.0,7.0,1550.0,1505151914877
34,1582.6868686868686,39.40098098164677,3.0,1470.0,1671.0,8.0,1599.0,1505151914926
54,1692.7171717171718,236.24281466937765,2.0,1319.0,3560.0,7.0,1599.0,1505151914926
75,5648.343434343435,150.26832308087629,23.0,5210.0,5970.0,3.0,5650.0,1505151914936
89,1885.2222222222222,209.80190539214087,4.0,1710.0,3830.0,7.0,1770.0,1505151915097
74,3837.131313131313,78.5228071435938,27.0,3640.0,4021.0,9.0,3790.0,1505151915097
90,1788.3636363636363,54.83721632110412,1.0,1630.0,1950.0,6.0,1799.0,1505151915126
53,1792.3030303030303,82.7679553647528,1.0,1641.0,2001.0,6.0,1829.0,1505151915156
82,1851.020202020202,224.3963385699409,7.0,1500.0,3670.0,9.0,1899.0,1505151915226
18,1958.121212121212,31.74114772872625,5.0,1880.0,2030.0,7.0,1929.0,1505151915256
67,1776.040404040404,346.14039071550906,6.0,1249.0,3560.0,9.0,1950.0,1505151915277
35,1998.6262626262626,226.88552650743787,7.0,1691.0,3810.0,8.0,1990.0,1505151915317
88,5999.313131313132,207.1316200134272,10.0,4170.0,6270.0,2.0,6070.0,1505151915356
52,3964.4949494949497,49.861702422117446,25.0,3819.0,4070.0,7.0,4049.0,1505151915356
69,2040.5757575757575,238.64974084679892,8.0,20.0,2459.0,8.0,2180.0,1505151915507
68,2478.40404040404,344.3639406500611,5.0,291.0,3050.0,5.0,2330.0,1505151915657
20,4004.1111111111113,325.894445602442,23.0,3389.0,4919.0,6.0,4420.0,1505151915727
4,2521.3535353535353,52.25603500622662,0.0,2379.0,2651.0,4.0,2469.0,1505151915796
9,2903.4444444444443,276.7666202147495,16.0,2200.0,3610.0,8.0,2510.0,1505151915837
48,2685.040404040404,97.18429012089042,10.0,2469.0,2990.0,6.0,2719.0,1505151916046
15,2728.6464646464647,79.95608809124424,7.0,2530.0,2891.0,5.0,2819.0,1505151916146
56,4602.939393939394,229.32500064943858,21.0,4120.0,5249.0,4.0,4879.0,1505151916186
97,2874.121212121212,26.78619904235806,16.0,2819.0,2950.0,8.0,2880.0,1505151916207
86,2930.2626262626263,63.83099305126645,4.0,2800.0,3141.0,4.0,2920.0,1505151916247
8,3206.5050505050503,190.39349862305372,12.0,2740.0,3651.0,5.0,2949.0,1505151916276
85,3149.040404040404,97.62967747088523,20.0,2841.0,3490.0,9.0,3099.0,1505151916426
79,3517.151515151515,154.47600340835288,15.0,3091.0,3860.0,5.0,3319.0,1505151916646
24,3440.212121212121,158.43484928903058,14.0,2930.0,3891.0,5.0,3419.0,1505151916746
1,1270.2626262626263,254.3465219924747,0.0,669.0,1990.0,8.0,1400.0,1505151916746
39,1343.828282828283,52.84110742996459,2.0,1230.0,1471.0,9.0,1400.0,1505151916746
60,3596.181818181818,162.22844372134554,19.0,3050.0,3961.0,6.0,3429.0,1505151916756
11,3698.5858585858587,243.77784265124913,22.0,3210.0,4301.0,7.0,3449.0,1505151916776
28,3622.030303030303,159.71878408883924,11.0,3250.0,3980.0,4.0,3459.0,1505151916786
83,1563.5454545454545,133.1469358255866,1.0,1289.0,1920.0,7.0,1530.0,1505151916876
34,1582.6969696969697,39.40041904752148,3.0,1470.0,1671.0,8.0,1581.0,1505151916927
72,3322.242424242424,236.23952452470442,13.0,2609.0,3849.0,5.0,3669.0,1505151916996
43,3683.89898989899,171.95856295258193,24.0,3350.0,4170.0,8.0,3700.0,1505151917027
67,1777.2525252525252,345.7316745345318,6.0,1249.0,3560.0,9.0,1720.0,1505151917066
53,1790.2828282828282,82.06428133352958,1.0,1641.0,2001.0,6.0,1720.0,1505151917066
21,3738.3333333333335,10.838576819617392,26.0,3719.0,3761.0,9.0,3759.0,1505151917086
90,1788.171717171717,54.82940308361808,1.0,1630.0,1950.0,6.0,1781.0,1505151917127
30,5497.333333333333,283.62744093709495,5.0,4869.0,6221.0,2.0,5879.0,1505151917186
35,1995.2929292929293,226.62032737221068,7.0,1691.0,3810.0,8.0,1850.0,1505151917196
2,5922.595959595959,55.224229639087696,9.0,5799.0,6030.0,2.0,5910.0,1505151917217
82,1852.858585858586,223.9704169724393,7.0,1500.0,3670.0,9.0,1891.0,1505151917237
89,1886.1515151515152,209.6659374480918,4.0,1710.0,3830.0,7.0,1901.0,1505151917247
73,5649.818181818182,286.2199960416252,6.0,4919.0,6271.0,2.0,5959.0,1505151917266
18,1957.7272727272727,31.721584972507976,5.0,1880.0,2030.0,7.0,1940.0,1505151917286
54,1694.2323232323233,237.53816613199248,2.0,1319.0,3560.0,7.0,1971.0,1505151917317
38,4094.6767676767677,18.849123593927576,24.0,4049.0,4150.0,6.0,4110.0,1505151917437
95,5952.060606060606,75.60554442041561,26.0,5731.0,6150.0,3.0,6140.0,1505151917447
92,4570.969696969697,123.8386417187158,12.0,4229.0,4871.0,3.0,4229.0,1505151917556
71,4392.232323232323,93.55135016035211,27.0,4179.0,4660.0,6.0,4480.0,1505151917807
22,4723.484848484848,185.52602603432265,14.0,4230.0,5211.0,3.0,4619.0,1505151917946
100,2589.040404040404,208.5780099778052,13.0,2070.0,3040.0,8.0,2610.0,1505151917956
64,4985.040404040404,219.73473076158677,16.0,4410.0,5420.0,3.0,5019.0,1505151918346
32,4937.878787878788,200.0034480878157,29.0,4370.0,5471.0,5.0,5060.0,1505151918387
87,3156.3636363636365,11.435771049830098,17.0,3130.0,3181.0,7.0,3170.0,1505151918516
62,5332.454545454545,97.12069682650612,28.0,5059.0,5550.0,4.0,5389.0,1505151918716
39,1344.6464646464647,53.246200249751425,2.0,1230.0,1471.0,9.0,1411.0,1505151918777
42,3507.5353535353534,207.53003010791522,18.0,3400.0,5529.0,6.0,3480.0,1505151918826
1,1276.3333333333333,251.63987415079163,0.0,669.0,1990.0,8.0,1461.0,1505151918827
54,1688.888888888889,235.86903098018848,2.0,1319.0,3560.0,7.0,1501.0,1505151918867
34,1582.7171717171718,39.399031009988924,3.0,1470.0,1671.0,8.0,1581.0,1505151918947
83,1564.878787878788,132.7536849325744,1.0,1289.0,1920.0,7.0,1591.0,1505151918957
53,1788.3737373737374,83.07761806531154,1.0,1641.0,2001.0,6.0,1651.0,1505151919017
74,3836.3333333333335,79.30378874360865,27.0,3640.0,4021.0,9.0,3720.0,1505151919066
90,1787.3737373737374,55.52751358398749,1.0,1630.0,1950.0,6.0,1700.0,1505151919066
33,5857.717171717171,30.387411137462504,25.0,5779.0,5921.0,3.0,5859.0,1505151919186
82,1854.2727272727273,223.63827296548823,7.0,1500.0,3670.0,9.0,1871.0,1505151919237
67,1775.919191919192,345.0390602033539,6.0,1249.0,3560.0,9.0,1890.0,1505151919256
35,1993.0707070707072,226.26882431986962,7.0,1691.0,3810.0,8.0,1920.0,1505151919286
89,1887.4646464646464,209.53557655213737,4.0,1710.0,3830.0,7.0,1931.0,1505151919297
18,1957.5252525252524,31.572377466317366,5.0,1880.0,2030.0,7.0,1971.0,1505151919337
69,2038.979797979798,238.58137039372772,8.0,20.0,2459.0,8.0,1971.0,1505151919337
45,4005.787878787879,242.76485162891584,15.0,1860.0,4270.0,4.0,4100.0,1505151919446
65,4147.575757575758,224.22342261835334,29.0,2130.0,4419.0,8.0,4150.0,1505151919496
50,10215.676767676769,156.53707265956143,2.0,9790.0,10570.0,0.0,10220.0,1505151919506
94,12319.69696969697,65.44971923845831,23.0,12199.0,12511.0,0.0,12339.0,1505151919606
25,4356.383838383838,99.79946631207955,10.0,4099.0,4660.0,3.0,4521.0,1505151919867
4,2522.2727272727275,51.255907406631046,0.0,2379.0,2651.0,4.0,2511.0,1505151919877
17,12728.39393939394,92.96950930406565,27.0,12500.0,12959.0,0.0,12659.0,1505151919926
15,2728.4545454545455,80.33695109762428,7.0,2530.0,2891.0,5.0,2560.0,1505151919926
68,2482.131313131313,343.5537288038705,5.0,291.0,3050.0,5.0,2590.0,1505151919956
41,10357.505050505051,265.9984952390556,3.0,9711.0,11121.0,1.0,10780.0,1505151920066
9,2908.191919191919,270.5065833799101,16.0,2200.0,3610.0,8.0,2780.0,1505151920146
48,2684.5454545454545,96.47015268012548,10.0,2469.0,2990.0,6.0,2800.0,1505151920166
97,2873.6363636363635,26.946431912916886,16.0,2819.0,2950.0,8.0,2841.0,1505151920207
86,2930.060606060606,63.92638098227737,4.0,2800.0,3141.0,4.0,2890.0,1505151920256
8,3205.0,191.02683718591092,12.0,2740.0,3651.0,5.0,3051.0,1505151920417
36,7248.737373737374,211.26036336344848,22.0,6691.0,7669.0,2.0,7149.0,1505151920476
85,3148.6464646464647,97.54225327707967,20.0,2841.0,3490.0,9.0,3151.0,1505151920517
67,1752.090909090909,299.4527024898364,6.0,1201.0,2621.0,9.0,1201.0,1505151920587
28,3615.979797979798,163.0370832079907,11.0,3231.0,3980.0,4.0,3231.0,1505151920597
11,3697.8888888888887,244.75577969626173,22.0,3210.0,4301.0,7.0,3321.0,1505151920687
24,3438.7979797979797,158.25181185539313,14.0,2930.0,3891.0,5.0,3390.0,1505151920756
39,1345.2626262626263,53.425788396897026,2.0,1230.0,1471.0,9.0,1391.0,1505151920777
1,1279.878787878788,251.88482508003824,0.0,669.0,1990.0,8.0,1471.0,1505151920857
79,3519.282828282828,153.59437860636552,15.0,3091.0,3860.0,5.0,3560.0,1505151920926
83,1563.3737373737374,131.8279093899044,1.0,1289.0,1920.0,7.0,1571.0,1505151920957
72,3326.40404040404,237.48130895901522,13.0,2609.0,3849.0,5.0,3601.0,1505151920967
51,11660.757575757576,334.2463886135402,17.0,9449.0,12240.0,1.0,11701.0,1505151920987
34,1583.020202020202,39.568883754477454,3.0,1470.0,1671.0,8.0,1620.0,1505151921006
75,5649.656565656565,149.8833325156038,23.0,5210.0,5970.0,3.0,5670.0,1505151921016
54,1690.5050505050506,235.04744303978916,2.0,1319.0,3560.0,7.0,1650.0,1505151921036
60,3596.59595959596,162.44047358470306,19.0,3050.0,3961.0,6.0,3700.0,1505151921066
82,1856.4040404040404,221.24445637941895,7.0,1570.0,3670.0,9.0,1711.0,1505151921097
21,3738.5353535353534,10.867719907419588,26.0,3719.0,3761.0,9.0,3750.0,1505151921116
53,1785.6363636363637,80.44967741935244,1.0,1641.0,1991.0,6.0,1730.0,1505151921116
90,1786.4545454545455,54.88505394008016,1.0,1630.0,1950.0,6.0,1780.0,1505151921166
43,3684.6161616161617,172.33867918973604,24.0,3350.0,4170.0,8.0,3811.0,1505151921177
20,4003.0,326.2609416099359,23.0,3389.0,4919.0,6.0,3841.0,1505151921207
89,1888.4848484848485,209.35303727167667,4.0,1710.0,3830.0,7.0,1901.0,1505151921287
18,1957.6363636363637,31.423935593604458,5.0,1880.0,2030.0,7.0,1921.0,1505151921307
52,3964.808080808081,49.79791013579245,25.0,3819.0,4070.0,7.0,3970.0,1505151921336
69,2040.1919191919192,238.89318338122106,8.0,20.0,2459.0,8.0,2161.0,1505151921547
35,1995.919191919192,227.71826811143245,7.0,1691.0,3810.0,8.0,2251.0,1505151921637
5,10397.161616161617,186.00851001878442,4.0,9951.0,10819.0,0.0,10350.0,1505151921657
31,12462.30303030303,277.7897778858826,24.0,11671.0,13059.0,1.0,12451.0,1505151921737
100,2586.212121212121,207.17153741207377,13.0,2070.0,3040.0,8.0,2551.0,1505151921937
56,4604.959595959596,228.76095410950103,21.0,4120.0,5249.0,4.0,4640.0,1505151922006
87,3156.4545454545455,11.428541912594707,17.0,3130.0,3181.0,7.0,3160.0,1505151922546
1,1279.050505050505,251.98169621426408,0.0,669.0,1990.0,8.0,1209.0,1505151922616
73,5645.171717171717,288.2661873262926,6.0,4919.0,6271.0,2.0,5291.0,1505151922657
39,1345.5656565656566,53.53676384648945,2.0,1230.0,1471.0,9.0,1380.0,1505151922787
83,1560.4343434343434,132.43753333050995,1.0,1289.0,1920.0,7.0,1389.0,1505151922796
54,1687.4646464646464,236.31793825701578,2.0,1319.0,3560.0,7.0,1440.0,1505151922847
30,5496.323232323232,283.3310812132536,5.0,4869.0,6221.0,2.0,5530.0,1505151922896
42,3508.242424242424,207.55425679401273,18.0,3400.0,5529.0,6.0,3550.0,1505151922936
67,1754.010101010101,298.045501744433,6.0,1201.0,2621.0,9.0,1629.0,1505151923036
34,1583.010101010101,39.554461866206076,3.0,1470.0,1671.0,8.0,1639.0,1505151923046
53,1784.919191919192,80.98967096727465,1.0,1641.0,1991.0,6.0,1689.0,1505151923096
89,1887.4747474747476,209.9744257363741,4.0,1709.0,3830.0,7.0,1709.0,1505151923116
82,1855.171717171717,221.61058941642605,7.0,1570.0,3670.0,9.0,1729.0,1505151923136
90,1786.5454545454545,54.91486022269598,1.0,1630.0,1950.0,6.0,1809.0,1505151923216
2,5922.606060606061,55.22018701687043,9.0,5799.0,6030.0,2.0,5901.0,1505151923267
88,5997.80808080808,207.01576950461873,10.0,4170.0,6270.0,2.0,5940.0,1505151923306
74,3837.7373737373737,79.71813803957468,27.0,3640.0,4021.0,9.0,3930.0,1505151923316
18,1957.5252525252524,31.505440746852,5.0,1880.0,2030.0,7.0,1929.0,1505151923336
38,4094.89898989899,19.144055146821554,24.0,4049.0,4150.0,6.0,4131.0,1505151923517
71,4392.040404040404,93.55675846448618,27.0,4179.0,4660.0,6.0,4380.0,1505151923766
92,4571.585858585859,123.43607596859783,12.0,4229.0,4871.0,3.0,4521.0,1505151923907
32,4935.262626262626,203.71105432378678,29.0,4370.0,5471.0,5.0,4521.0,1505151923907
4,2522.979797979798,51.70057143618314,0.0,2379.0,2651.0,4.0,2590.0,1505151923997
48,2681.40404040404,91.40286218712392,10.0,2469.0,2900.0,6.0,2679.0,1505151924086
12,10720.484848484848,230.24327773498354,7.0,10200.0,11570.0,0.0,10790.0,1505151924117
68,2482.4242424242425,343.76019627586027,5.0,291.0,3050.0,5.0,2739.0,1505151924146
15,2730.161616161616,78.94784201613231,7.0,2530.0,2891.0,5.0,2749.0,1505151924156
97,2873.343434343434,27.367001295765974,16.0,2819.0,2950.0,8.0,2820.0,1505151924227
22,4727.030303030303,184.74549540279818,14.0,4230.0,5211.0,3.0,4860.0,1505151924246
49,10816.38383838384,154.87849307631464,8.0,10399.0,11249.0,1.0,10970.0,1505151924297
58,11022.10101010101,21.371412487408694,10.0,10970.0,11070.0,0.0,11000.0,1505151924327
1,1274.8080808080808,254.4434082767889,0.0,669.0,1990.0,8.0,920.0,1505151924346
86,2930.4646464646466,63.98158086138132,4.0,2800.0,3141.0,4.0,2959.0,1505151924366
9,2909.5050505050503,270.48304615506066,16.0,2200.0,3610.0,8.0,2969.0,1505151924376
8,3205.7979797979797,190.70951943728343,12.0,2740.0,3651.0,5.0,3169.0,1505151924576
62,5333.979797979798,93.94808149249673,28.0,5069.0,5550.0,4.0,5210.0,1505151924596
64,4983.242424242424,217.0520158720555,16.0,4410.0,5420.0,3.0,5221.0,1505151924607
40,11364.959595959595,179.37370950181855,13.0,10750.0,11910.0,1.0,11300.0,1505151924627
85,3150.2727272727275,97.54292690673003,20.0,2841.0,3490.0,9.0,3230.0,1505151924637
24,3439.2929292929293,157.6421758495193,14.0,2930.0,3891.0,5.0,3269.0,1505151924676
83,1555.4848484848485,134.40218279525283,1.0,1260.0,1920.0,7.0,1260.0,1505151924686
67,1754.6363636363637,297.0471667660652,6.0,1201.0,2621.0,9.0,1311.0,1505151924737
39,1344.969696969697,53.37809760518425,2.0,1230.0,1471.0,9.0,1330.0,1505151924756
60,3594.373737373737,162.80238909835774,19.0,3050.0,3961.0,6.0,3459.0,1505151924866
72,3336.0,227.27316363594474,13.0,2720.0,3849.0,5.0,3559.0,1505151924966
79,3517.959595959596,152.59280462747643,15.0,3091.0,3860.0,5.0,3569.0,1505151924976
34,1583.020202020202,39.54871176131267,3.0,1470.0,1671.0,8.0,1561.0,1505151924987
21,3738.5454545454545,10.868611767980557,26.0,3719.0,3761.0,9.0,3740.0,1505151925147
53,1783.8181818181818,80.16805122427674,1.0,1641.0,1991.0,6.0,1790.0,1505151925216
77,11729.494949494949,136.27893066864505,17.0,11369.0,12081.0,1.0,11889.0,1505151925216
6,11923.575757575758,76.54510664764146,19.0,11760.0,12110.0,1.0,11889.0,1505151925216
90,1786.949494949495,54.93878572113332,1.0,1630.0,1950.0,6.0,1810.0,1505151925236
89,1887.5757575757575,209.93472246184797,4.0,1709.0,3830.0,7.0,1810.0,1505151925236
28,3617.282828282828,164.45250706167272,11.0,3231.0,3980.0,4.0,3859.0,1505151925266
82,1855.7878787878788,221.5133109404112,7.0,1570.0,3670.0,9.0,1851.0,1505151925277
43,3686.747474747475,173.55646148128835,24.0,3350.0,4170.0,8.0,3890.0,1505151925297
33,5858.232323232323,31.1826901875041,25.0,5779.0,5931.0,3.0,5931.0,1505151925317
11,3699.0,245.59669658555543,22.0,3210.0,4301.0,7.0,3939.0,1505151925346
18,1957.4242424242425,31.51337407575076,5.0,1880.0,2030.0,7.0,1950.0,1505151925376
14,11943.949494949495,580.0909955393253,21.0,10010.0,12211.0,1.0,12070.0,1505151925397
95,5952.676767676768,75.91566669771231,26.0,5731.0,6150.0,3.0,6021.0,1505151925407
54,1691.111111111111,238.1809383042495,2.0,1319.0,3560.0,7.0,1991.0,1505151925417
52,3966.6161616161617,49.24248536644743,25.0,3819.0,4070.0,7.0,4040.0,1505151925447
45,4007.909090909091,243.09798045062735,15.0,1860.0,4270.0,4.0,4150.0,1505151925557
69,2040.3939393939395,238.97748586665617,8.0,20.0,2459.0,8.0,2150.0,1505151925576
65,4147.272727272727,224.14694937197785,29.0,2130.0,4419.0,8.0,4189.0,1505151925596
20,4007.252525252525,326.83880261937,23.0,3389.0,4919.0,6.0,4260.0,1505151925667
35,1999.4646464646464,230.47002097520047,7.0,1691.0,3810.0,8.0,2351.0,1505151925777
25,4357.373737373738,99.92952929652965,10.0,4099.0,4660.0,3.0,4419.0,1505151925826
100,2586.929292929293,207.997001363644,13.0,2070.0,3040.0,8.0,2861.0,1505151926287
87,3156.4444444444443,11.41611675050037,17.0,3130.0,3181.0,7.0,3170.0,1505151926596
1,1271.3535353535353,252.71436797386605,0.0,669.0,1990.0,8.0,1229.0,1505151926676
39,1344.949494949495,53.38754323315689,2.0,1230.0,1471.0,9.0,1319.0,1505151926766
42,3508.242424242424,207.55425679401273,18.0,3400.0,5529.0,6.0,3480.0,1505151926906
75,5647.333333333333,149.9374953947562,23.0,5210.0,5970.0,3.0,5530.0,1505151926937
34,1583.20202020202,39.350016954286346,3.0,1470.0,1671.0,8.0,1549.0,1505151926996
83,1556.1818181818182,134.86119790260102,1.0,1260.0,1920.0,7.0,1679.0,1505151927126
67,1754.3232323232323,297.0250075613581,6.0,1201.0,2621.0,9.0,1760.0,1505151927207
90,1786.5353535353536,54.69129399654416,1.0,1630.0,1950.0,6.0,1799.0,1505151927246
82,1857.0,220.9248695366775,7.0,1570.0,3670.0,9.0,1809.0,1505151927256
89,1886.959595959596,210.04554192042457,4.0,1709.0,3830.0,7.0,1819.0,1505151927266
54,1692.121212121212,238.55547065692906,2.0,1319.0,3560.0,7.0,1830.0,1505151927277
53,1785.7272727272727,80.6364604329074,1.0,1641.0,1991.0,6.0,1899.0,1505151927346
74,3838.5454545454545,80.35279190051538,27.0,3640.0,4021.0,9.0,3941.0,1505151927367
18,1957.6161616161617,31.409548529104384,5.0,1880.0,2030.0,7.0,1950.0,1505151927397
68,2482.717171717172,343.58284668099327,5.0,291.0,3050.0,5.0,2289.0,1505151927736
4,2523.181818181818,51.84073583239062,0.0,2379.0,2651.0,4.0,2569.0,1505151928016
56,4603.545454545455,228.23026971611893,21.0,4120.0,5249.0,4.0,4620.0,1505151928046
15,2728.1414141414143,78.18031606627352,7.0,2530.0,2891.0,5.0,2659.0,1505151928106
48,2680.7070707070707,90.99442235379074,10.0,2469.0,2900.0,6.0,2700.0,1505151928147
8,3202.2727272727275,194.54421315567302,12.0,2740.0,3651.0,5.0,2820.0,1505151928267
9,2909.717171717172,270.40452451253344,16.0,2200.0,3610.0,8.0,2820.0,1505151928267
86,2929.151515151515,64.3052008887359,4.0,2800.0,3141.0,4.0,2849.0,1505151928296
97,2873.040404040404,27.01249961018578,16.0,2819.0,2950.0,8.0,2890.0,1505151928337
85,3149.5555555555557,98.60626962079918,20.0,2841.0,3490.0,9.0,2969.0,1505151928416
36,7249.121212121212,211.11690823803127,22.0,6691.0,7669.0,2.0,7189.0,1505151928596
24,3436.050505050505,158.22055784248568,14.0,2930.0,3891.0,5.0,3249.0,1505151928696
39,1344.040404040404,54.03906540398105,2.0,1230.0,1471.0,9.0,1261.0,1505151928727
60,3590.929292929293,162.44553104368768,19.0,3050.0,3961.0,6.0,3439.0,1505151928886
79,3514.4141414141413,150.0550747445286,15.0,3091.0,3860.0,5.0,3449.0,1505151928896
73,5645.484848484848,288.0816510109928,6.0,4919.0,6271.0,2.0,5491.0,1505151928917
72,3333.979797979798,224.90518674815354,13.0,2720.0,3849.0,5.0,3500.0,1505151928947
28,3617.6767676767677,164.1936420404937,11.0,3231.0,3980.0,4.0,3529.0,1505151928976
34,1582.4949494949494,39.84727757385634,3.0,1470.0,1671.0,8.0,1520.0,1505151928986
83,1556.3939393939395,134.9464404178594,1.0,1260.0,1920.0,7.0,1621.0,1505151929087
43,3687.252525252525,173.40216252506937,24.0,3350.0,4170.0,8.0,3659.0,1505151929106
21,3738.4545454545455,10.902017909100962,26.0,3719.0,3761.0,9.0,3730.0,1505151929177
82,1856.888888888889,220.9607986114456,7.0,1570.0,3670.0,9.0,1780.0,1505151929246
89,1887.1616161616162,209.9425465933842,4.0,1709.0,3830.0,7.0,1790.0,1505151929256
53,1786.3232323232323,80.52163625202611,1.0,1641.0,1991.0,6.0,1800.0,1505151929266
35,1996.7474747474748,230.9717873118428,7.0,1691.0,3810.0,8.0,1821.0,1505151929287
1,1276.919191919192,259.26651303858233,0.0,669.0,1990.0,8.0,1851.0,1505151929317
30,5497.757575757576,285.01168116798976,5.0,4869.0,6221.0,2.0,5901.0,1505151929327
54,1694.5454545454545,239.03937686385493,2.0,1319.0,3560.0,7.0,1861.0,1505151929327
90,1787.040404040404,55.14387411455604,1.0,1630.0,1950.0,6.0,1861.0,1505151929327
11,3702.222222222222,246.10638890058905,22.0,3210.0,4301.0,7.0,3899.0,1505151929346
18,1957.030303030303,30.98368894622223,5.0,1880.0,2030.0,7.0,1951.0,1505151929417
52,3967.020202020202,49.26858564310852,25.0,3819.0,4070.0,7.0,3990.0,1505151929437
88,5999.121212121212,206.80338941438615,10.0,4170.0,6270.0,2.0,6030.0,1505151929456
2,5924.939393939394,55.67162347407116,9.0,5799.0,6050.0,2.0,6050.0,1505151929476
38,4095.2020202020203,19.596938432285388,24.0,4049.0,4150.0,6.0,4139.0,1505151929586
67,1760.79797979798,298.5890720292903,6.0,1201.0,2621.0,9.0,2150.0,1505151929616
69,2042.7272727272727,239.50356139912628,8.0,20.0,2459.0,8.0,2211.0,1505151929677
100,2588.131313131313,205.57284567294795,13.0,2070.0,3040.0,8.0,2230.0,1505151929696
71,4395.060606060606,91.4657101043075,27.0,4179.0,4660.0,6.0,4479.0,1505151929926
92,4572.79797979798,123.414549819014,12.0,4229.0,4871.0,3.0,4630.0,1505151930077
22,4730.676767676768,185.54603165872226,14.0,4230.0,5211.0,3.0,4950.0,1505151930397
1,1276.939393939394,259.2464923613295,0.0,669.0,1990.0,8.0,1021.0,1505151930507
87,3156.1414141414143,11.423889642580619,17.0,3130.0,3181.0,7.0,3141.0,1505151930607
64,4988.49494949495,216.15797504721544,16.0,4410.0,5420.0,3.0,5209.0,1505151930656
32,4941.929292929293,203.42954765494616,29.0,4370.0,5471.0,5.0,5260.0,1505151930707
39,1343.8383838383838,53.97899087583873,2.0,1230.0,1471.0,9.0,1350.0,1505151930836
62,5336.313131313132,93.18382467522981,28.0,5069.0,5550.0,4.0,5420.0,1505151930867
83,1557.2121212121212,134.29428507792642,1.0,1260.0,1920.0,7.0,1490.0,1505151930976
42,3508.3636363636365,207.5640076302838,18.0,3400.0,5529.0,6.0,3531.0,1505151930997
20,4002.313131313131,329.7019359895319,23.0,3389.0,4919.0,6.0,3570.0,1505151931036
34,1582.2929292929293,39.70707199185954,3.0,1470.0,1671.0,8.0,1600.0,1505151931086
53,1785.9292929292928,81.08534629850534,1.0,1641.0,1991.0,6.0,1651.0,1505151931137
41,10353.555555555555,271.4370370737907,3.0,9711.0,11121.0,1.0,9790.0,1505151931197
74,3839.747474747475,78.55787848077925,27.0,3640.0,4021.0,9.0,3780.0,1505151931246
33,5857.828282828283,31.027208784067444,25.0,5779.0,5931.0,3.0,5850.0,1505151931297
89,1886.949494949495,209.9693760132207,4.0,1709.0,3830.0,7.0,1850.0,1505151931336
90,1788.2626262626263,55.40586444885564,1.0,1630.0,1950.0,6.0,1860.0,1505151931346
54,1694.8484848484848,239.22984018950947,2.0,1319.0,3560.0,7.0,1860.0,1505151931346
82,1855.0707070707072,220.10320134640114,7.0,1570.0,3670.0,9.0,1870.0,1505151931356
35,1997.060606060606,230.79221570918708,7.0,1691.0,3810.0,8.0,1880.0,1505151931366
95,5953.292929292929,75.56190218037268,26.0,5731.0,6150.0,3.0,5940.0,1505151931387
50,10212.454545454546,157.86052357565927,2.0,9790.0,10570.0,0.0,9990.0,1505151931397
18,1956.7171717171718,30.997569277150184,5.0,1880.0,2030.0,7.0,1940.0,1505151931426
45,4008.131313131313,243.1189859774841,15.0,1860.0,4270.0,4.0,4042.0,1505151931508
65,4148.0,224.39782494129446,29.0,2130.0,4419.0,8.0,4261.0,1505151931727
25,4357.676767676768,99.59076143543366,10.0,4099.0,4660.0,3.0,4261.0,1505151931727
9,2905.868686868687,274.0419361281436,16.0,2200.0,3610.0,8.0,2460.0,1505151931946
15,2725.717171717172,81.39876161220646,7.0,2501.0,2891.0,5.0,2501.0,1505151931987
4,2523.8888888888887,52.132676289916965,0.0,2379.0,2651.0,4.0,2580.0,1505151932066
48,2680.808080808081,90.95583085775081,10.0,2469.0,2900.0,6.0,2651.0,1505151932137
68,2489.6767676767677,341.3332098805065,5.0,291.0,3050.0,5.0,2720.0,1505151932206
97,2872.949494949495,26.970381711127374,16.0,2819.0,2950.0,8.0,2881.0,1505151932367
86,2929.1414141414143,64.29870477998793,4.0,2800.0,3141.0,4.0,2970.0,1505151932456
8,3201.868686868687,194.77682885777725,12.0,2740.0,3651.0,5.0,3070.0,1505151932556
85,3147.343434343434,96.976427586281,20.0,2841.0,3490.0,9.0,3111.0,1505151932597
1,1275.6161616161617,258.7446659605655,0.0,669.0,1990.0,8.0,1309.0,1505151932816
83,1554.8989898989898,135.52117840750753,1.0,1260.0,1920.0,7.0,1370.0,1505151932877
39,1344.141414141414,54.152797310813625,2.0,1230.0,1471.0,9.0,1390.0,1505151932897
72,3334.090909090909,224.94049003851995,13.0,2720.0,3849.0,5.0,3411.0,1505151932897
24,3436.5555555555557,158.3791144162551,14.0,2930.0,3891.0,5.0,3511.0,1505151932997
51,11658.636363636364,333.77450969801544,17.0,9449.0,12240.0,1.0,11629.0,1505151933036
60,3593.1414141414143,160.78199118343232,19.0,3050.0,3961.0,6.0,3580.0,1505151933066
11,3702.626262626263,245.88888785152594,22.0,3210.0,4301.0,7.0,3590.0,1505151933076
34,1582.6969696969697,39.47751042303835,3.0,1470.0,1671.0,8.0,1580.0,1505151933087
75,5647.949494949495,149.86703694398977,23.0,5210.0,5970.0,3.0,5661.0,1505151933127
54,1694.5454545454545,239.30544586100163,2.0,1319.0,3560.0,7.0,1620.0,1505151933127
79,3515.939393939394,150.56572229742673,15.0,3091.0,3860.0,5.0,3641.0,1505151933127
67,1756.3333333333333,297.06850551631516,6.0,1201.0,2621.0,9.0,1639.0,1505151933146
